paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0169,Zhirong Wang; Ming Chen; Guofu Feng,2023,Study on Driver Cross-Subject Emotion Recognition Based on Raw Multi-Channel EEG Data (SACNN),"Electronics, 2023, 12(11):2359",journal,10.3390/electronics12112359,https://doi.org/10.3390/electronics12112359,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by self-attention CNN (SACNN) (input feature details not captured),not verified,unclear,learned attention/transformer features,self-attention CNN (SACNN),domain adaptation (target domain),none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,87.07,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive),some-concerns,"text: cross-subject SEED 87.07, DEAP 67.99 (best 91.82 SEED reported separately)",cross-subject SEED 87.07/DEAP 67.99 plausible; no SD -> narrative,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 9)
EEG-0169,Zhirong Wang; Ming Chen; Guofu Feng,2023,Study on Driver Cross-Subject Emotion Recognition Based on Raw Multi-Channel EEG Data (SACNN),"Electronics, 2023, 12(11):2359",journal,10.3390/electronics12112359,https://doi.org/10.3390/electronics12112359,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,attention/transformer EEG representation learned by self-attention CNN (SACNN) (input feature details not captured),not verified,unclear,learned attention/transformer features,self-attention CNN (SACNN),domain adaptation (target domain),none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,67.99,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive),some-concerns,"text: cross-subject SEED 87.07, DEAP 67.99 (best 91.82 SEED reported separately)",cross-subject SEED 87.07/DEAP 67.99 plausible; no SD -> narrative,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 9)
EEG-0170,Ahmed Elrefaiy; Nahed Tawfik; Nourhan Zayed; Ibrahim Elhenawy,2025,Subject-independent multi-channel voting for EEG-based emotion recognition using wavelet,"Pattern Analysis and Applications, 2025",journal,10.1007/s10044-025-01501-1,https://doi.org/10.1007/s10044-025-01501-1,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,time-frequency / wavelet EEG representation (parameters not captured),not verified,unclear,time-frequency/wavelet features,wavelet features + ResNet-18 multi-channel voting,none,none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,76.66,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"text: subject-independent SEED-IV 76.66, SEED-V 78.12 (ResNet-18 voting)",subject-independent voting; no SD -> narrative,no,yes,yes,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 9)
EEG-0170,Ahmed Elrefaiy; Nahed Tawfik; Nourhan Zayed; Ibrahim Elhenawy,2025,Subject-independent multi-channel voting for EEG-based emotion recognition using wavelet,"Pattern Analysis and Applications, 2025",journal,10.1007/s10044-025-01501-1,https://doi.org/10.1007/s10044-025-01501-1,none found,NA,yes,SEED-V,16,unclear,62,200,not verified,discrete-5class,5 emotions,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,time-frequency / wavelet EEG representation (parameters not captured),not verified,unclear,time-frequency/wavelet features,wavelet features + ResNet-18 multi-channel voting,none,none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,78.12,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"text: subject-independent SEED-IV 76.66, SEED-V 78.12 (ResNet-18 voting)",subject-independent voting; no SD -> narrative,no,yes,no,verified-from-full-text-table (pdftotext results table read directly),2026-06-26 results table read directly (full-census batch 9)
EEG-0171,Yoelvis Moreno-Alcayde; V. Javier Traver; Luis A. Leiva,2023,Sneaky emotions: impact of data partitions in affective computing experiments with brain signals,"Biomedical Engineering Letters, 2023",journal,10.1007/s13534-023-00316-5,https://doi.org/10.1007/s13534-023-00316-5,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,methodological-study,binary valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,n/a (methodological/dataset paper),not verified,unclear,n/a (methodological/dataset paper),methodological study (data-partition analysis),N/A,none,varies (study variable),varies,not verified,study variable,compares subject-independent vs video-independent vs time-based,not verified,none,not verified,unclear,accuracy,not applicable (methodological),not reported,not reported,unclear,multiple partition conditions,not verified,not verified,yes,mean,methodological (leakage demonstration),DEMONSTRATES partition leakage: 'data transfer rate' (test data seen in training) drives accuracy,low,Finding: accuracy ranges ~50%-90% by partition; affective decoding (subject-independent) stays near baseline UNLESS test-subject data leaks into training,"KEY methodological reference for leakage thesis; no single 'proposed' accuracy -> recorded as leakage-evidence entry, not a meta result",no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 10)
EEG-0172,"Asadzadeh, Yousefi Rezaii, Beheshti, Meshgini",2022,Accurate emotion recognition using Bayesian model based EEG sources as dynamic graph convolutional neural network nodes,Scientific Reports 12:10282,journal,10.1038/s41598-022-14217-7,https://doi.org/10.1038/s41598-022-14217-7,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by Bernoulli-Laplace Bayesian source model + DGCNN (input feature details not captured),not verified,unclear,graph/deep spatial features,Bernoulli-Laplace Bayesian source model + DGCNN,none stated,none,unclear,unclear,not verified,claimed,subject-independent (claimed),not verified,none,not verified,unclear,accuracy,98.51,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (subject-independent ~98% implausible),protocol-ambiguity; near-ceiling subject-independent suspect,high,"text: subject-independent SEED 98.51, DEAP 98.32; subject-dependent 99.25/98.96",subject-independent SEED 98.51 / DEAP 98.32 far exceeds field cross-subject (~85%/~65%); near-equal to subject-dependent -> strong leakage suspect; excluded from meta,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 10)
EEG-0172,"Asadzadeh, Yousefi Rezaii, Beheshti, Meshgini",2022,Accurate emotion recognition using Bayesian model based EEG sources as dynamic graph convolutional neural network nodes,Scientific Reports 12:10282,journal,10.1038/s41598-022-14217-7,https://doi.org/10.1038/s41598-022-14217-7,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by Bernoulli-Laplace Bayesian source model + DGCNN (input feature details not captured),not verified,unclear,graph/deep spatial features,Bernoulli-Laplace Bayesian source model + DGCNN,none stated,none,unclear,unclear,not verified,claimed,subject-independent (claimed),not verified,none,not verified,unclear,accuracy,98.32,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,ambiguous (subject-independent ~98% implausible),protocol-ambiguity; near-ceiling subject-independent suspect,high,"text: subject-independent SEED 98.51, DEAP 98.32; subject-dependent 99.25/98.96",subject-independent SEED 98.51 / DEAP 98.32 far exceeds field cross-subject (~85%/~65%); near-equal to subject-dependent -> strong leakage suspect; excluded from meta,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 10)
EEG-0173,"Ahuja, Sethia",2025,SS-EMERGE: self-supervised enhancement for multidimension emotion recognition using GNNs for EEG,Scientific Reports 15:14254,journal,10.1038/s41598-025-98623-7,https://doi.org/10.1038/s41598-025-98623-7,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"graph/spatial EEG representation learned by causal conv + GAT + spectral embedding (self-supervised, meiosis contrastive) (input feature details not captured)",not verified,unclear,graph/deep spatial features,"causal conv + GAT + spectral embedding (self-supervised, meiosis contrastive)",self-supervised pretraining + fine-tune (minimal labels),none,yes,minimal (fine-tune),not verified,yes,LOSO,not verified,none,not verified,unclear,accuracy,92.35,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive/SSL pretraining),none stated (SSL pretrain + LOSO),some-concerns,"abstract: LOSO SEED 92.35, SEED-IV 81.51 (10% labelled fine-tune -> 75.5% SEED)",SSL pretraining + LOSO; SEED 92.35 high end; no SD surfaced -> narrative,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 10)
EEG-0173,"Ahuja, Sethia",2025,SS-EMERGE: self-supervised enhancement for multidimension emotion recognition using GNNs for EEG,Scientific Reports 15:14254,journal,10.1038/s41598-025-98623-7,https://doi.org/10.1038/s41598-025-98623-7,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"graph/spatial EEG representation learned by causal conv + GAT + spectral embedding (self-supervised, meiosis contrastive) (input feature details not captured)",not verified,unclear,graph/deep spatial features,"causal conv + GAT + spectral embedding (self-supervised, meiosis contrastive)",self-supervised pretraining + fine-tune (minimal labels),none,yes,minimal (fine-tune),not verified,yes,LOSO,not verified,none,not verified,unclear,accuracy,81.51,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive/SSL pretraining),none stated (SSL pretrain + LOSO),some-concerns,"abstract: LOSO SEED 92.35, SEED-IV 81.51 (10% labelled fine-tune -> 75.5% SEED)",SSL pretraining + LOSO; SEED 92.35 high end; no SD surfaced -> narrative,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 10)
EEG-0174,Xiaomin Wang; Yu Pei; Zhiguo Luo; Shaokai Zhao; Liang Xie; Ye Yan; Erwei Yin; Shuang Liu; Dong Ming,2024,Fusion of Multi-domain EEG Signatures Improves Emotion Recognition,"Journal of Integrative Neuroscience, 2024",journal,10.31083/j.jin2301018,https://doi.org/10.31083/j.jin2301018,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,handcrafted or selected EEG feature set (exact list not captured),not verified,unclear,handcrafted/selected EEG features,multi-domain EEG signature fusion,none,none,no,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,71.14,6.97,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,A (inductive),none (inductive LOSO),some-concerns,"text: cross-subject SEED 71.14/6.97 (BCI2020-A 61.48/10.97, BCI2020-B 66.62/9.10)",SEED 71.14 low-end but honest LOSO; class set assumed SEED 3-class,yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 11)
EEG-0175,Xin Chai; Qisong Wang; Yongping Zhao; Xin Liu; Dan Liu; Ou Bai,2018,Multi-subject subspace alignment for non-stationary EEG-based emotion recognition (MSSA),"Technology and Health Care, 2018",journal,10.3233/THC-174739,https://doi.org/10.3233/thc-174739,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,"subspace, sparse, or dictionary-based EEG representation learned by multi-subject subspace alignment (exact signal features not captured)",not verified,unclear,subspace/dictionary-transfer features,multi-subject subspace alignment,subspace alignment (target data),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,79.61,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive),some-concerns,text: MSSA SEED mean 79.61 (vs 76.31 TPT/Zheng&Lu),SEED 79.61 plausible transductive; no SD surfaced -> narrative,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 11)
EEG-0176,Liu et al.,2024,Directional Spatial and Spectral Attention Network (DSSA Net) for EEG-based emotion recognition,Frontiers in Neurorobotics,journal,10.3389/fnbot.2024.1481746,https://doi.org/10.3389/fnbot.2024.1481746,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spectral-band / PSD EEG features (exact bands or estimator not captured),not verified,unclear,spectral/PSD features,directional spatial-spectral attention network,none,none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,87.03,5.97,not reported,unclear,mean+-SD (Table 1),not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"Table 1 mean/std: subject-independent SEED 87.03/5.97, SEED-IV 75.86/7.18 (subject-dependent SEED 96.61/5.39, SEED-IV 85.07/11.93)",clean subject-independent mean+-SD; DEAP valence 94.97 is subject-dependent (separate),yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 11)
EEG-0176,Liu et al.,2024,Directional Spatial and Spectral Attention Network (DSSA Net) for EEG-based emotion recognition,Frontiers in Neurorobotics,journal,10.3389/fnbot.2024.1481746,https://doi.org/10.3389/fnbot.2024.1481746,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,spectral-band / PSD EEG features (exact bands or estimator not captured),not verified,unclear,spectral/PSD features,directional spatial-spectral attention network,none,none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,75.86,7.18,not reported,unclear,mean+-SD (Table 1),not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"Table 1 mean/std: subject-independent SEED 87.03/5.97, SEED-IV 75.86/7.18 (subject-dependent SEED 96.61/5.39, SEED-IV 85.07/11.93)",clean subject-independent mean+-SD; DEAP valence 94.97 is subject-dependent (separate),yes,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 11)
EEG-0177,(Front Comput Neurosci 2021),2021,Emotion Recognition Based on Dynamic Energy Features Using a Bi-LSTM Network,Frontiers in Computational Neuroscience,journal,10.3389/fncom.2021.741086,https://doi.org/10.3389/fncom.2021.741086,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from dynamic energy features + Bi-LSTM (exact input features not captured),not verified,unclear,learned deep EEG features,dynamic energy features + Bi-LSTM,none,none,no,no,not verified,yes,LOSO (cross-subject) + 10-fold (subject-dependent) both reported,not verified,none,not verified,unclear,accuracy,69.76,not reported,not reported,unclear,mean (per-fold figures),not verified,not verified,yes,mean (LOSO),A (inductive LOSO),none for LOSO row; abstract 89.42 is 10-fold subject-dependent best,some-concerns,"text: LOSO SEED 3-class 69.76, 2-class 83.87; DEAP LOSO 72.5; abstract headline 89.42 SEED = 10-fold CV (subject-dependent), NOT cross-subject",abstract conflates 10-fold 89.42 with cross-subject; honest LOSO 3-class is 69.76 -> recorded as the cross-subject result,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0177,(Front Comput Neurosci 2021),2021,Emotion Recognition Based on Dynamic Energy Features Using a Bi-LSTM Network,Frontiers in Computational Neuroscience,journal,10.3389/fncom.2021.741086,https://doi.org/10.3389/fncom.2021.741086,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from dynamic energy features + Bi-LSTM (exact input features not captured),not verified,unclear,learned deep EEG features,dynamic energy features + Bi-LSTM,none,none,no,no,not verified,yes,LOSO (cross-subject) + 10-fold (subject-dependent) both reported,not verified,none,not verified,unclear,accuracy,72.5,not reported,not reported,unclear,mean (per-fold figures),not verified,not verified,yes,mean (LOSO),A (inductive LOSO),none for LOSO row; abstract 89.42 is 10-fold subject-dependent best,some-concerns,"text: LOSO SEED 3-class 69.76, 2-class 83.87; DEAP LOSO 72.5; abstract headline 89.42 SEED = 10-fold CV (subject-dependent), NOT cross-subject",abstract conflates 10-fold 89.42 with cross-subject; honest LOSO 3-class is 69.76 -> recorded as the cross-subject result,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0178,Shaohua Zhang; Yan Feng; Ruzhen Chen; Song Huang; Qianchu Wang,2025,CNN-BiLSTM with DC-IGN for EEG emotion recognition,"Frontiers in Computational Neuroscience, 2025",journal,10.3389/fncom.2025.1589247,https://doi.org/10.3389/fncom.2025.1589247,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from CNN-BiLSTM + DC-IGN disentangled features (exact input features not captured),not verified,unclear,learned deep EEG features,CNN-BiLSTM + DC-IGN disentangled features,fine-tune (target calibration),none,yes,likely (fine-tune),not verified,claimed,claimed subject-independent (fine-tune),not verified,none,not verified,unclear,accuracy,94.35,1.26,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,ambiguous (near-ceiling subject-independent w/ fine-tune),near-ceiling suspect; tight SD + target fine-tune,high,"text: SEED 94.35/1.26, DEAP 89.84/90.31; very tight SD + target fine-tune -> exceeds honest cross-subject ceiling",SEED 94.35 subject-independent far above field (~85%) with 1.26 SD; flagged for visual PDF-verify; excluded from meta,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0178,Shaohua Zhang; Yan Feng; Ruzhen Chen; Song Huang; Qianchu Wang,2025,CNN-BiLSTM with DC-IGN for EEG emotion recognition,"Frontiers in Computational Neuroscience, 2025",journal,10.3389/fncom.2025.1589247,https://doi.org/10.3389/fncom.2025.1589247,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional (V/A),binary,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,learned EEG representation from CNN-BiLSTM + DC-IGN disentangled features (exact input features not captured),not verified,unclear,learned deep EEG features,CNN-BiLSTM + DC-IGN disentangled features,fine-tune (target calibration),none,yes,likely (fine-tune),not verified,claimed,claimed subject-independent (fine-tune),not verified,none,not verified,unclear,accuracy,89.84,not reported,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,ambiguous (near-ceiling subject-independent w/ fine-tune),near-ceiling suspect; tight SD + target fine-tune,high,"text: SEED 94.35/1.26, DEAP 89.84/90.31; very tight SD + target fine-tune -> exceeds honest cross-subject ceiling",SEED 94.35 subject-independent far above field (~85%) with 1.26 SD; flagged for visual PDF-verify; excluded from meta,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0179,"Lin, Jung",2017,Improving EEG-Based Emotion Classification Using Conditional Transfer Learning,Frontiers in Human Neuroscience 11:334,journal,10.3389/fnhum.2017.00334,https://doi.org/10.3389/fnhum.2017.00334,none found,NA,yes,"custom (Oscar EEG dataset, 26 subjects)",26,unclear,not verified,not verified,not verified,dimensional (2-class valence / 2-class arousal),binary valence / binary arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by conditional transfer learning (cTL) + Gaussian Naive Bayes (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,conditional transfer learning (cTL) + Gaussian Naive Bayes,conditional transfer learning (select transferable source individuals),none,yes,yes (little calibration data),not verified,cross-subject TL,cross-subject transfer with per-subject calibration,not verified,none,not verified,unclear,accuracy improvement (delta),cTL +~15% valence / +~12% arousal vs subject-specific (26 subjects),not reported,not reported,unclear,paired comparison vs subject-specific baseline,not verified,not verified,yes,mean,F (few-shot target-calibration TL),"none (early TL benchmark, delta improvements not raw cross-subject acc)",some-concerns,abstract: cTL improved 26 individuals by ~15% (valence) and ~12% (arousal) vs subject-specific baseline; 14 transferable individuals identified,foundational cross-subject TL paper on private dataset; reports improvement deltas not standard LOSO accuracy -> narrative only,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0180,Guangcheng Bao; Ning Zhuang; Li Tong; Bin Yan; Jun Shu; Linyuan Wang; Ying Zeng; Zhichong Shen,2020,Two-Level Domain Adaptation Neural Network for EEG-Based Emotion Recognition (TDANN),"Frontiers in Human Neuroscience, 2021",journal,10.3389/fnhum.2020.605246,https://doi.org/10.3389/fnhum.2020.605246,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by two-level domain adaptation neural network (TDANN) (input feature details not captured),not verified,unclear,graph/deep spatial features,two-level domain adaptation neural network (TDANN),two-level (marginal+conditional) domain adaptation,none,yes,no,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,87.9,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none (transductive),some-concerns,"text: cross-subject SEED 3-class 87.9 (most stable, higher than WGAN-DA); self-built 4-class 56.88",SEED 87.9 high-end transductive; self-built dataset 4-class 56.88 separate; no aggregate SD -> narrative,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0181,"Li, Liang, Liu, et al. (Pan)",2021,MindLink-Eumpy: An Open-Source Python Toolbox for Multimodal Emotion Recognition,Frontiers in Human Neuroscience 15:621493,journal,10.3389/fnhum.2021.621493,https://doi.org/10.3389/fnhum.2021.621493,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,"open-source toolbox: subject-independent LSTM (EEG) + multitask CNN (face), decision fusion",none (subject-independent LSTM),none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,78.56,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"abstract: subject-independent LSTM DEAP valence 78.56, arousal 77.22 (subject-dependent multimodal 71.00/72.14 separate)",toolbox paper; DEAP subject-independent 78.56 high-end (field ~65-70%) but honest LOSO; EEG-only LSTM; no SD -> narrative,no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0181,"Li, Liang, Liu, et al. (Pan)",2021,MindLink-Eumpy: An Open-Source Python Toolbox for Multimodal Emotion Recognition,Frontiers in Human Neuroscience 15:621493,journal,10.3389/fnhum.2021.621493,https://doi.org/10.3389/fnhum.2021.621493,none found,NA,yes,DEAP,32,unclear,32,128,music-video clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,"open-source toolbox: subject-independent LSTM (EEG) + multitask CNN (face), decision fusion",none (subject-independent LSTM),none,no,no,not verified,yes,subject-independent (LOSO),not verified,none,not verified,unclear,accuracy,77.22,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,A (inductive),none (inductive),some-concerns,"abstract: subject-independent LSTM DEAP valence 78.56, arousal 77.22 (subject-dependent multimodal 71.00/72.14 separate)",toolbox paper; DEAP subject-independent 78.56 high-end (field ~65-70%) but honest LOSO; EEG-only LSTM; no SD -> narrative,no,yes,no,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0182,"Garg, Garg, Anand, Baths",2022,Decoding the neural signatures of valence and arousal from portable EEG headset,Frontiers in Human Neuroscience 16:1051463,journal,10.3389/fnhum.2022.1051463,https://doi.org/10.3389/fnhum.2022.1051463,none found,NA,yes,DREAMER / DEAP / OASIS-elicited (Emotiv Epoc X),varies,unclear,14,128,not verified,dimensional (valence/arousal regression),continuous valence/arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,handcrafted or selected EEG feature set (exact list not captured),not verified,unclear,handcrafted/selected EEG features,feature extraction/selection + ML regressors (RF etc.),none,none,no,no,not verified,yes,LOSO cross-validation,not verified,none,not verified,unclear,RMSE (regression),"valence RMSE: DREAMER 0.905, DEAP 1.902, own 2.728; arousal RMSE: DREAMER 0.749, DEAP 1.769, own 2.3",not reported,not reported,unclear,"RMSE, LOSO",not verified,not verified,yes,mean,"A (inductive LOSO, regression)",none (inductive),some-concerns,abstract: LOSO RMSE valence DREAMER 0.905 / DEAP 1.902; arousal DREAMER 0.749 / DEAP 1.769 (portable Emotiv headset),regression (RMSE) not classification accuracy -> excluded from accuracy meta; narrative (portable-headset cross-subject),no,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
EEG-0183,"Liang, Su, Fu, Wu",2022,Multi-source joint domain adaptation for cross-subject and cross-session emotion recognition from EEG (MSJDA),Frontiers in Human Neuroscience 16:921346,journal,10.3389/fnhum.2022.921346,https://doi.org/10.3389/fnhum.2022.921346,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,domain-aligned or transfer-learned EEG representation learned by multi-source joint domain adaptation network (MSJDA) (exact signal features not captured),not verified,unclear,domain-adaptation/transfer-learned features,multi-source joint domain adaptation network (MSJDA),multi-source joint domain adaptation (no target labels),none,yes,no,not verified,yes,LOSO (cross-subject),not verified,none,not verified,unclear,accuracy,83.6,7.82,not reported,unclear,mean+-SD (Table),not verified,not verified,yes,mean,"B (transductive-UDA, multi-source)","none (transductive, no target labels)",some-concerns,"Table (cross-subject): MSJDA SEED 83.60/7.82 (JAN 80.68/6.55, MEERNet 80.96/6.87); cross-session SEED ~higher (separate). No target-domain labels in training.",clean transductive multi-source UDA cross-subject SEED 83.60/7.82; cross-session numbers separate,yes,yes,yes,"verified-from-full-text (OA, pdftotext read directly)",2026-06-26 OA full-text read directly (full-census batch 12)
